ItemID,Sentiment,SentimentText
202,1,"RT @DOTrPH: ATM : Contract signing for construction of PNR Clark Phase 1 (Tutuban-Malolos) project bet. DOTr, NSTren Consortium https://t.c…"
203,0,@RailMinIndia @KaliaAjit @IR_ENHM Pls look into the matter @AmbalaCnW
204,1,@RailMinIndia pls see how the train at #Kerala delayed. 12696 TVC MAS SF (schde6.30 pm Kollam) arrived station at 6… https://t.co/HOTOG8HuwO
205,0,RT @VisakhapatnamJn: @SrDOMhyb @jijjuu @drmhyb @FeaYogesh @UttamChakram @Venkati5 @RailMinIndia @SCRailwayIndia @asb_ambati @eswarkanchu… 
206,0,@IRCTC_Ltd @RailMinIndia Check pics of railway failure https://t.co/trUCYQyBzM
207,1,@RailMinIndia @nerailwaygkp train no. 12492 is delayed by more than 2 hr in between of Burwal junction to Gonda junction.
208,1,"@RailMinIndia Sachkhand express (12715) late by 7+ hours. Just buying Japanese trains won't help, IR should learn f… https://t.co/4x33yIQDxL"
209,0,RT @ErGKSWAMY1: @seevivekhere Ask them to join @airef_official  under the dynamic leadership of @AirefPr @airef1234 and fight for j… 
210,1,@RailMinIndia An aged lady has been alloted upper berth in train no. 22911. PNR no. 8553362063. Kindly see if any modifications possible.
211,1,So this is what India railways looks like. Can't get any better !! @IRCTC_Ltd @IndianRailMedia @RailMinIndia… https://t.co/BKKYAL68oY
212,0,"RT @IndiaBTL: Glad to inform &amp; confirmed from multiple sources, the newspaper was not distributed by railways officially, but cou… "
213,0,@RailMinIndia Cant justify This Station Approval? The distance is only 2 kms! this place is reserved 4 MentalHospit… https://t.co/XNELV33iNo
214,0,@vikaskh05172507 @SirDebasis @Naren_Reddy23 @SayNoToHindi @mnsadhikrut @abpmajhatv @anilshidore @RailMinIndia… https://t.co/s4vTuMhTIo
215,1,@drmsbc @RailMinIndia @srdensbc sir what is the update who has reviewed as  I do not see any action taken pl visit n take action
216,1,@RailMinIndia no one responding on phone call at enquiry in jamalpur station. Please consider my complaint because… https://t.co/PZGqiiUpil
217,1,@DRMbhopal An aged lady has been alloted upper berth in 22911. PNR no. 8553362063. Kindly see if any modifications possible.
218,0,@RailMinIndia @RailwayNorthern @ECRlyHJP plz help me coach position of train no 19321 of coach A1 at Jaunpur Jn .
219,1,@RailMinIndia Everyday magadh exp 12401 running late 3to 5 hrs without any reson.  Is anyome have responsibility. P… https://t.co/UzZYQoVuCh
220,0,@drmumb @RailMinIndia @KaliaAjit @IR_ENHM Sir message given to SSE/UMB and matter forwarded to @SrDmeChg_Dli @DelhiCcc
221,0,@drmadiwr @RailMinIndia @PiyushGoyal @IRCTC_Ltd Train last 2-3 coach
222,1,"@PiyushGoyal PNR-2337792679 Trn:12802 Dt:02-12-2017 Frm MGS to CTC Cls:3A P1-B1,54 Sir I lost my shoes.may be some one stolen."
223,1,14316 TTE comes only after hapur stn when majority of ticketless passengers have deboarded. It's useless to buy tic… https://t.co/aNSeZwgOwT
224,1,@RailMinIndia @khushalvakharia That’s poor railways.poor very poor. ✌️✌️✌️✌️
225,1,@DRMbhopal @RailMinIndia @BhusavalDivn Could u all confirm at what time train will be reaching mumbai? @PiyushGoyal… https://t.co/Ko6SMCV4My
226,1,"RT @kassalv: #Scrap498A #498A is a weapon to extort money coz #498AJailsInnocent familes !
emergency,@IRCTC_Ltd @RailMinIndia @PiyushGoyalOffc If your clerk can give tickets than why he is not giving"""
227,0,@SirDebasis @Naren_Reddy23 @leomanojc @SayNoToHindi @mnsadhikrut @abpmajhatv @anilshidore @RailMinIndia… https://t.co/Rupv5ynCuH
228,0,"@sanjaygupta2012 @DRMbhopal @RailMinIndia sorry for inconvenience,matter noted to @OPTGBSL"
229,0,@RailMinIndia @khushalvakharia Poor service by railways.
230,0,RT @swabhimani1: We are thankful 2 on behalf of The People of… 
231,1,"@RailMinIndia @sanjaygupta2012 Train handled over late by more than 6 hours from previous division, @drmjabalpur @drmncrald  kindly update."
232,0,RT @IndiaBTL: Why is @RailMinIndia procuring Congress mouthpiece National Herald (priced a hefty Rs. 20/piece) &amp; providing it to… 
233,0,@RailMinIndia @pavansonidegana Inconvenience caused is regretted. This facility is provided on platform number one… https://t.co/JUeRotn6C0
234,1,@PiyushGoyal sir kafi trains ke coach main glass khidkiyaan poori bad nhi hoti hain so travel ke time thand lagti r… https://t.co/jH6Hw3nPbS
235,0,"@bbiswajit88 @RailMinIndia Sorry,  the tweet received from @RailMinIndia doesn't contain your complaint."
236,1,@RailMinIndia  update:- today intercity 12930 late 16 min?
237,0,@PiyushGoyal @nerailwaygkp @gmner_gkp @RailMinIndia @AshwaniLohani @mourya_369 @PMOIndia @CVCIndia @PiyushGoyalOffc… https://t.co/CTT9s3MAk3
238,0,@SirDebasis @vikaskh05172507 @Naren_Reddy23 @SayNoToHindi @mnsadhikrut @abpmajhatv @anilshidore @RailMinIndia… https://t.co/cImqnkJTwC
239,0,@RailMinIndia @irctceastzone 6506401270
240,1,@RailMinIndia @DRMBRCWR Maximum train stoppage in bharuch.. We want also stoppage of more train in evening time.. A… https://t.co/p5Ispx8g3R
241,1,RT @IndiaBTL: Why is @RailMinIndia procuring Congress mouthpiece National Herald (priced a hefty Rs. 20/piece) &amp; providing it to… 
242,1,RT @DeepSaxena20: @RailMinIndia Hello sir mai is time malwa express train number 12919 me hu abhi vendor se khane ke rate pucha usne… 
243,0,"RT @RailMinIndia: All commodities have registered robust growth with steel at 16%, cement 10%, containers 13%, iron ore 5% and coal 2… "
244,0,@rpfcrsur @RailMinIndia how many months or should i say years should i wait for the Conscience of #CORRUPT #ROTTEN… https://t.co/2h0v7KWzgy
245,1,"@IRCTC_Ltd @RailMinIndia @PiyushGoyalOffc Ppls r in queue for tickets without any time limit, because your trains getting late and late"
246,0,RT @HariNYadav: #498aJailsInnocent 
247,1,@SirDebasis @SayNoToHindi @mnsadhikrut @abpmajhatv @anilshidore @RailMinIndia @Central_Railway Pure bullshit..
248,0,"@sanjaygupta2012 @DRMbhopal @RailMinIndia @PiyushGoyal sorry for inconvenience ,matter noted @IRCTC_Ltd"
249,0,RT @sureshpprabhu: https://t.co/06uwLS5m7J
250,0,RT @sureshpprabhu: Holistic strategy to ensure growth https://t.co/YpOs5ZShmF
251,1,RT @Misandry_Kills: #SaturdayMotivation Punish d murderers of #Engineer #Husband who was thrown out of #Train by… 
252,0,This is what #Swachbharat looks like https://t.co/npKnxGqOyP
253,0,@RailMinIndia PNR NO. 6107451949
254,1,@RailMinIndia @Sivaram15064430 @irctcwestzone Sir I want some action not just tweet for fomalty o want improve my r… https://t.co/f3JprtwXze
255,0,RT @sureshpprabhu: Holistic strategy to ensure growth https://t.co/YpOs5ZShmF
256,0,#amreading #urbanfantasy #uf #ufart #urbanfantasyart #magic #booksaremagic #amreading #pnr #paranormalromance… https://t.co/0PLQ8FCV7a
257,0,RT @Misandry_Kills: #SaturdayMotivation Punish d murderers of #Engineer #Husband who was thrown out of #Train by… 
258,0,@vikaskh05172507 @SirDebasis @Naren_Reddy23 @SayNoToHindi @mnsadhikrut @abpmajhatv @anilshidore @RailMinIndia… https://t.co/SH1DzBApOg
259,0,@RailMinIndia @BannaDipaksa SSE Telecom at MSH will be send tomorrow  dt 03/12/2017.
260,1,@RailMinIndia @srdcmbsb @gmner_gkp Pls tell me T. no 55150 will originate today from BCY or not?
261,0,@IRCTC_Ltd @RailMinIndia @PiyushGoyalOffc  https://t.co/pI0q6MyzyH
262,0,RT @ML_Callahan: Hot #newrelease from bestselling author Grace Goodwin! #PNR #scifi #tw4rw Her Cyborg Beast  by Grace Goodwin… 
263,0,RT @FollowCII: We are in the process of drawing up policies for each of the sectors of the economy on how to increase their busine… 
264,0,@anujajoshi9 @RatlamDRM @RailMinIndia @IR_ENHM will be attended at kota . please share your mobile no .
265,1,@IRCTC_Ltd @RailMinIndia @PiyushGoyalOffc What a attitude of railway
266,0,@RailMinIndia @drmncrald @ed_eeg Pnr- 6305720206
267,0,@dps045 @RailMinIndia @RailwayNorthern @ECRlyHJP @drmlko25 @gm_nrly @railminindia Plz Install coach indicator Displ… https://t.co/VGivLhudmR
268,0,"RT @RailMinIndia: Sh. Vishvesh Chaube,GM NR undertook surprise inspection of New Delhi Stn &amp; took stock of passenger amenities of tra… "
269,0,@RailMinIndia @rajtoday @Akkibhatkar @Shrikant2025 @ThaneMt @thane_now @MumbraKiAwaam @PiyushGoyal @mumbairailusers… https://t.co/Iu4NzEgWIR
270,1,"@AshwaniLohani sir,12303 ex_01 Dec. started 13 hr late further delayed by 20 hrs while reaching Ald. Req help to re… https://t.co/B0JBeZrk6m"
271,0,"RT @RailMinIndia: All commodities have registered robust growth with steel at 16%, cement 10%, containers 13%, iron ore 5% and coal 2… "
272,0,RT @RailMinIndia: During April - November this financial an incremental loading of over 32 Million tonnes has been achieved. Against… 
273,0,RT @RailMinIndia: Member Traffic reviewed the April- Nov transportation  performance with Rly Board and Zonal Rly Officers and passed… 
274,0,How can we respect 23 people who lost life on #elphinstone #bridge2017 ? They must be remembered in some manner whe… https://t.co/rBb0swCQ8u
275,0,@rahuljaincool @RailMinIndia @PiyushGoyal @IRCTC_Ltd Please share train no
276,0,@DRMbhopal @kiran_k28 @RailMinIndia Sorry for inconvenience complaint will be attend at ITARSI
277,0,RT @RailMinIndia: Passenger traffic has also shown significant growth in Reserved &amp; suburban segments.Over  5Cr additional passengers… 
278,0,RT @IndiaBTL: Why is @RailMinIndia procuring Congress mouthpiece National Herald (priced a hefty Rs. 20/piece) &amp; providing it to… 
279,1,@RailMinIndia @BannaDipaksa @drmadiwr Send some police officer for this any immediate take action on this
280,1,"I applaud Indian Railway 4commendable service.We had issue with charging pt, attendants quickly came,plucked entire… https://t.co/IenAa6lzLj"
281,0,@RailMinIndia @TVC138 Thank for your reply
282,1,@RailMinIndia @drmbsbner @IR_ENHM @drmhowrah @cleanmycoach I did massage to 58888 but Noone replied yet pls sir I w… https://t.co/VOmlWWbtum
283,1,RT @prateekpharmpt: @RailMinIndia Everyday magadh exp 12401 running late 3to 5 hrs without any reson.  Is anyome have responsibility. P… 
284,0,@RailMinIndia Thanks for your reply
285,0,@RailMinIndia @soorajkumarv @GMSRailway Noted informed concerned department
286,1,@Central_Railway @RailMinIndia @drmmumbaicr please update the status of today 12141 LTT PPTA EXPRESS departure from LTT.
287,1,@RailMinIndia @PiyushGoyal @PMOIndia 59441 runs late daily between surat to ankleshwar &amp; onwards. Request to do needful.Any doubt check NTES
288,1,@RailMinIndia I booked tickets from IRCTC MOBILE APP the tickets are not booked but the payment is done Does We are… https://t.co/KplXE4MvOp
289,0,@RailMinIndia @rajtoday @Akkibhatkar @Shrikant2025 @ThaneMt @thane_now @MumbraKiAwaam @PiyushGoyal @mumbairailusers… https://t.co/jLmGKbbWyO
290,1,@rpfcr @RailMinIndia @DrmSolapur @rpfcrsur HOW MANY MORE INNOCENT PEOPLE WILL HAVE TO #SUFFERING THIS KIND OF… https://t.co/NAYpG2Q3VH
291,1,"@RailMinIndia @KonkanRailway @GM_CRly @PiyushGoyal my sister is traveling by train no 50106, train is 3 hours late.… https://t.co/8xfkCfxZ8E"
292,1,"@RailwayNorthern @GM_NRly plz do favour for Jaunpur Jn ( JNU) - one more foot than over bridge but covered, coaches… https://t.co/8gEkuJJOxz"
293,0,@RailMinIndia @Uttambanerjee10 @ed_eeg @drmnfr_lmg Matter notified to officials concerned @electrlbzascr
294,0,The Google i1 button is used 5 billion times pnr day. (source: AllTwitter)
295,0,@CIDCO_Ltd @RailMinIndia @PiyushGoyal @PiyushGoyalOffc No light @Rabale stn plz check https://t.co/rvIz9LYKCF
296,0,@PiyushGoyal @RailMinIndia @GMNCR1 @gmncr https://t.co/fL0c1tSAk4
297,0,"RT @irctcwestzone: @RailMinIndia @Sivaram15064430 Inconvenience regretted, matter is being taken up for further necessary action"
298,0,@tamsil_sidd @RailMinIndia @PiyushGoyal Your mail is forwarded to @gm_nfr as mentioned in the screenshot
299,0,@imvikas10x @Central_Railway @RailMinIndia @PiyushGoyal @PiyushGoyalOffc @mygovindia @PMOIndia @nitin_gadkari… https://t.co/PTC5NKfsv5
300,0,@DRMbhopal @RailMinIndia @sanjaygupta2012 @drmncrald Matter notified to concerned official @BhusavalDivn
301,0,@leomanojc @SirDebasis @Naren_Reddy23 @SayNoToHindi @mnsadhikrut @abpmajhatv @anilshidore @RailMinIndia… https://t.co/Bes1TzmXoI
302,0,@BhusavalDivn @DRMbhopal @RailMinIndia @PiyushGoyal @IRCTC_Ltd Sir can we get for which we all r paying or just cha… https://t.co/RPIWu0YT6k
303,1,"RT @IndiaBTL: Glad to inform &amp; confirmed from multiple sources, the newspaper was not distributed by railways officially, but cou… "
304,1,"@RailMinIndia Dear sir, I am traveling in awadh assam exp PNR 2817784641, there is no water in washroom and so dirty coach.."
305,1,RT @shreerangkhare: How can we respect 23 people who lost life on #elphinstone #bridge2017 ? They must be remembered in some manner whe… 
306,0,RT @FollowCII: We are in the process of drawing up policies for each of the sectors of the economy on how to increase their busine… 
307,0,RT @sureshpprabhu: Holistic strategy to ensure growth https://t.co/YpOs5ZShmF
308,0,"@RajivPa42303624  Kindly share PNR number, issue referred to concerned officials @ed_eeg @Drmkhurdaroad"
309,1,"@PiyushGoyal plz do favour for Jaunpur Jn ( JNU) - one more foot than over bridge but covered, coaches indications… https://t.co/9EBewnWUpM"
310,0,Featured New Releases from Midika Crane and Anna Lowe! https://t.co/6PhUQ2suMr #pnr #paranormalromance
311,0,@windowseatprj @Gr8IndianRail @RailMinIndia @HK_harsha @BBC_Travel @hptdc @htTweets @Indianrlyinfo @instahimachal
312,0,@imvikas10x @Central_Railway @RailMinIndia @PiyushGoyal @PiyushGoyalOffc @mygovindia @PMOIndia @nitin_gadkari… https://t.co/aKLL2IZgbs
313,0,"RT @RailwayNorthern: @IndiaBTL @RailMinIndia @PiyushGoyal @PMOIndia ""NR does not purchase National Herald for distribution in trains. Ei… "
314,0,Scenic #IndianRailways near #Igatpuri on #Mumbai - #Nasik route. #ThullGhat #KamayaniExpress @RailMinIndia… https://t.co/nnkI29oaEL
315,0,@IRCTC_Ltd @RailMinIndia Ppls r in queue and waiting for tickets and clerk and railway dono SO rhe hai
316,1,@KaliaAjit @prayag @RailMinIndia @PiyushGoyalOffc They do not have performance appraisal and variable pay. So obvio… https://t.co/p1S66EYupu
317,0,Enter to win $150 Amazon Gift Card! #Books #PNR #UrbanFantasy #Romance https://t.co/jBfXzDe7P2
318,0,RT @Parsikpravasi: @RailMinIndia @rajtoday @Akkibhatkar @Shrikant2025 @ThaneMt @thane_now @MumbraKiAwaam @PiyushGoyal @mumbairailusers… 
319,0,@prena_ @rpfnwrjp @RpfNwr @RailMinIndia Kindly clarify the name of station with @SrdenCoJaipur
320,1,@RailMinIndia @BhusavalDivn May I expect Reasons before I get down from this train at Thane or may I expect after c… https://t.co/uMa1BYqksY
321,0,@leomanojc @vikaskh05172507 @Naren_Reddy23 @SayNoToHindi @mnsadhikrut @abpmajhatv @anilshidore @RailMinIndia… https://t.co/ZYfC5aoBnl
322,0,A Highland Moon Enchantment by Mary Morgan #Historical #PNR @MoBPromos @m_morganauthor https://t.co/qRKKQTLAkx via @JacqBiggar
323,0,@IRCTC_Ltd @RailMinIndia @PiyushGoyalOffc Great job GANDHI JI KE BANDAAEON
324,0,@Sunnykumarjee @Central_Railway @RailMinIndia For updated information please call 139.
325,0,@NashikNews https://t.co/u8sL0GURHI
326,1,@RailMinIndia 12930 Dahod Valsad superfast train is today 25 min late. And this train is not a single day coming on… https://t.co/PIOJ8CgQpG
327,1,@DRMBRCWR  valve number 136 on platform number 6 is open and the water is draining down the sewage! Please instruct… https://t.co/0wURDN9vak
328,0,@drmjabalpur @DRMbhopal @RailMinIndia @drmncrald @BhusavalDivn @PiyushGoyal It's not the solution
329,1,@RailMinIndia PNR 4858754692 It was extremely difficult boarding the train and getting our seats from the unreserve… https://t.co/PnQR5EXbwS
330,0,@DRMJaipur Banasthali Niwai @rpfnwrjp @RpfNwr @RailMinIndia @SrdenCoJaipur BNLW
331,1,RT @RupSgsits: @RailMinIndia Fan is not working in Train:12295 coach S2-47/48. Please assist.
332,0,RT @LoveBitesSilk: A Highland Moon Enchantment by Mary Morgan #Historical #PNR @MoBPromos @m_morganauthor https://t.co/qRKKQTLAkx via @Jacq…
333,0,@SBKULAL @Bkugne @riyaj_ali @niraj1712 @FAZALALAM234 @phanipeddapall1 @ratneshthakur86 @railmitraa @drmned @drmgtl… https://t.co/ZxsjnoOQLd
334,1,@drmlko25 @RailMinIndia @RailwayNorthern Kindly send anyone railway staff to attend 14203
335,1,"@RailMinIndia Dear Sir, my father is a senior citizen and is a patient too.Travelling alone and his seat is not confirmed but is having RAC."
336,1,@RailMinIndia plz continue train no 14307-14308
337,0,RT @IndiaBTL: Why is @RailMinIndia procuring Congress mouthpiece National Herald (priced a hefty Rs. 20/piece) &amp; providing it to…
338,0, @PiyushGoyal If a person buys ticket online and if its not confirmed then why that ticket is not a v… https://t.co/fgalcVcM6C
339,1,@RailMinIndia @drmnfr_lmg @IR_ENHM till now no action has been taken
340,0,@RailMinIndia @pk_9451 In such cases what is the way out. Please suggest solutions
341,0,"@RailMinIndia @RailwayNorthern @PiyushGoyalOffc this winter no fog now a days, still so late trains. It looks staff… https://t.co/x0ATy1Fd28"
342,1,"@RailMinIndia train no 12551 , b10,23 .here water is leaking from AC.  Please do the needful."
343,1,@RailMinIndia Train has departed Varanasi and will be reaching Chunar in few minutes and then Mirzapur.
344,0,@RailMinIndia Thanks for the reply ..:). PNR-4138201979.
345,0,"RT @RailMinIndia: All commodities have registered robust growth with steel at 16%, cement 10%, containers 13%, iron ore 5% and coal 2…"
346,1,"@DRMbhopal @RailMinIndia @sanjaygupta2012 sorry for inconvenience ,matter noted to @OPTGBSL"
347,1,@RailMinIndia please help. His PNR number is 2820176609
348,0,Check out Thief Catcher on The Prolific Reader! #instafreebie #freebook #whattoread #pnr https://t.co/jB0Hts5o8J https://t.co/brSUrxmByu
349,1,#NTES National Train enquiry system is not updating #Mumbai Localtrain running info properly @Central_Railway… https://t.co/8C0robxMP9
350,1,@ahamadali222  Kindly share PNR number.  Matter forwarded to the concerned officials @Drmdelhi @IR_EDMECHG @CRSE_CHG_NR
351,1,@RailMinIndia sir..the train status is bit confusing.. https://t.co/1Y83dnU9A8
352,1,@RailMinIndia @IRCTC_Ltd @DCPDelhiRailway @drmdelhi Train 12724 has been at a halt since 30 mins at Hazrat Nizamudd… https://t.co/ntm09W6sci
353,1,"@RailMinIndia @drmadiwr @PiyushGoyal @IRCTC_Ltd ajmer exp Some people sleeping in local coash senior citizen, ladies many people standing"
354,0,"RT @IndiaBTL: Glad to inform &amp; confirmed from multiple sources, the newspaper was not distributed by railways officially, but cou…"
355,1,RT @kautilyadutt: #NTES National Train enquiry system is not updating #Mumbai Localtrain running info properly @Central_Railway…
356,1,@RailMinIndia standard meals charging Rs 100 in 12194 train .my pnr no 8420297219
357,0,@RatlamDRM @SBKULAL @Bkugne @riyaj_ali @niraj1712 @FAZALALAM234 @phanipeddapall1 @ratneshthakur86 @railmitraa… https://t.co/yXriZjSJiC
358,0,@Cleartrip If u want ticket print i can DM to u for PNR etc.?U can also check whether refund has been processed to… https://t.co/PKiywKLV2l
359,1,@DRMbhopal @satyavsingh @RailMinIndia Sorry for inconvenience complaint will be attend at ITARSI
360,1,RailMinIndia @bbiswajit88 Details not available pls.
361,1,12142 train stops at thane or not @RailMinIndia please reply
362,1,@RailMinIndia @ankulaagarwal @TVC138 @IR_EDMECHG @crsechgsrly Matter informed to concern officials @CCRBCT @srdmebct .Regards
363,0,RT @IndiaBTL: Why is @RailMinIndia procuring Congress mouthpiece National Herald (priced a hefty Rs. 20/piece) &amp; providing it to…
364,1,@PiyushGoyal @narendramodi @RailMinIndia @drmadiwr @PiyushGoyal @IRCTC_Ltd ajmer exp Some people sleeping in local… https://t.co/VIlogxqpl1
365,1,@Anupama__P @RailMinIndia Official concerned has been advised to look into this
366,0,@drmncrald @GMNCR1 @rudrakumathakur @RailSamachar @RailMinIndia @PMOIndia @narendramodi @PMOffice_India… https://t.co/Z8FOLm3QmX
367,1,@RailMinIndia @drmadiwr @RailMinIndia @drmadiwr @PiyushGoyal @IRCTC_Ltd ajmer exp Some people sleeping in local coa… https://t.co/r6okRu4sYv
368,1,"Please take up my case too, I just cant keep calling on the IRCTC number that doesn't get connected @irctcwestzone @IRCTC_Ltd @RailMinIndia"
369,1,@RailMinIndia @ahamadali222 @IR_EDMECHG @CRSE_CHG_NR matter is fwd to the @SrDMEdelhi
370,0,RT @IndiaBTL: Why is @RailMinIndia procuring Congress mouthpiece National Herald (priced a hefty Rs. 20/piece) &amp; providing it to…
371,1,@drmbct @RailMinIndia @TVC138 @IR_EDMECHG @crsechgsrly @CCRBCT @srdmebct The train has stoped at navsari platform but no one is here to see
372,1,@DArpitBhargava @WesternRly @sureshpprabhu @PiyushGoyal @IndianRailMedia @RailMinIndia @DRM_Agra  kindly look into this
373,1, @drmdelhi @IR_EDMECHG @CRSE_CHG_NR 2139649203 Name . Ahmad Ali D2 sheat no 29
374,1,@IRCTC_Ltd @RailMinIndia @drmadiwr @PiyushGoyal @IRCTC_Ltd ajmer exp Some people sleeping in local coash senior cit… https://t.co/uF5KUdQ0hU
375,1, I want to draw your attention about train running late. I've reservation on 13006 train. Yday this t… https://t.co/OEeuzFeHgh
376,0,@RailMinIndia @CoalIndiaHQ #StopStaggeredRestCil
377,0,@pkroy0077 @RailMinIndia veg thali you paid RS50 only .
378,1,@RailMinIndia train 12833 date 3.12.2017 is in correct time or delayed plz inform me because I got some msg but no update online
379,0,"Petition all you like, if @FineGael continually cut PSO @IrishRail and under invest in public transport the travell… https://t.co/0rVpCBElEB"
380,1,"RT @DRMbhopal: @RailMinIndia @sanjaygupta2012 Train already departed Itarsi , Matter forwarded to concerned @BhusavalDivn"
381,1,"Sir. I am travelling in coach D-2 seat no. 22,23 in 12498 Sorry to say that wastewater of washbasen is coming into… https://t.co/d82gKgdjLH"
382,1,@RajeshR21049055 @RailMinIndia @DRM_ASN kindly look into the matter.
383,0,@IRCTC_Ltd @RailMinIndia @RailMinIndia   Take some serious action on these people who is not understand rules and l… https://t.co/BQyjpBMNSn
384,1,@abhineet_hit  Kindly share PNR number. Matter forwarded to the concerned officials @Drmncrald @ed_eeg
385,0,@rpfsrtpj @rpfsrly @drmmadurai @RailMinIndia Thanks a lot for your prompt respons. Much appreciated.
386,1,@yksharma1985 @RailMinIndia According to this PNR number 2138640781 your berth no. is RAC/S10/55 &amp; attended by on duty TTE
387,0,@RailMinIndia @WWarghade Matter brought to notice of concerned official. @srdencomumbaicr @srdstecobbcr
388,0,@drmncrald @RailMinIndia @PiyushGoyal @GMNCR1 @anuj0109 @rakeshgoswamiHT 1st stop HO quota of 35 seats you offer in… https://t.co/BJHFCmNHjh
389,0," @ARM_SRC @drmkgp @RailMinIndia @sdmebvp1 Respected sirs,Thank you for quick action and response. I Rahu… https://t.co/noP1iP8E3n"
390,0,"RT @stevensgreen1: Petition all you like, if @FineGael continually cut PSO @IrishRail and under invest in public transport the travell…"
391,1,@drmmumbaicr @RailMinIndia @drmljn Please share coach position for 11016 khushinager ex0
392,1,"@RailMinIndia need water for drink,no water bottle available in train plz help...this passenger with her family     2601697248 S8 77"
393,1,"RT @KaliaAjit: Sir. I am travelling in coach D-2 seat no. 22,23 in 12498 Sorry to say that wastewater of washbasen is coming into…"
